id,repo_name,commit_code,file_name,type,legacy_lib,target_lib,code_before,code_after
11,GeoNode/geonode,e9658b4ef958b97b916091fea01e161f2c8d59f3,scripts/misc/upload.py,complex,boto,boto3,"bucket_name = sys.argv[1] 
file_name = sys.argv[2] 

conn = boto.connect_s3(os.environ['AWS_ACCESS_KEY_ID'], os.environ['AWS_SECRET_ACCESS_KEY'])
bucket = conn.get_bucket(bucket_name)

k = Key(bucket)
k.key = file_name.split('/')[-1]
k.set_contents_from_filename(file_name)
k.set_acl('public-read')","def upload_file_s3(filename, bucket, obj_name=None):    """"""Upload a file to an S3 bucket    :param filename: File to upload    :param bucket: Bucket to upload to    :param object_name: S3 object name. If not specified, filename is used    :return None if upload was successful, otherwise the associated error code    """"""    if obj_name is None:        obj_name = filename    s3_client = boto3.client('s3')    try:        s3_client.upload_file(filename, bucket, obj_name)    except botocore.exceptions.ClientError as e:        error_code = e.response['Error']['Code']        return error_code    return Noneif __name__ == '__main__':    try:        _, bucket_name, filepath = sys.argv    except ValueError:        print(""Usage:\n    python %s bucket_name filepath"" % sys.argv[0])    filename = os.path.basename(filepath)    error = upload_file_s3(filepath, bucket_name)    if error is not None:        print(filename + "" failed uploading to "" +              bucket_name + "" with error "" + error)    else:        print(filename + "" uploaded to "" + bucket_name)"
12,GoogleCloudPlatform/PerfKitBenchmarker,dd1c5edc171ecff03f438689e3829a3240c94b87,perfkitbenchmarker/scripts/object_storage_api_test_scripts/s3.py,complex,boto,boto3,"import boto_service

FLAGS = flags.FLAGS

class S3Service(boto_service.BotoService):
  def __init__(self):
    if FLAGS.host is not None:
      logging.info('Will use user-specified host endpoint: %s', FLAGS.host)
    super(S3Service, self).__init__('s3', host_to_connect=FLAGS.host)

  def WriteObjectFromBuffer(self, bucket, object, stream, size):
    stream.seek(0)

    start_time = time.time()
    object_uri = self._StorageURI(bucket, object)
    key = object_uri.new_key()
    if FLAGS.object_storage_class is not None:
      key._set_storage_class(FLAGS.object_storage_class)
    key.set_contents_from_file(stream, size=size)
    latency = time.time() - start_time
    return start_time, latency","import boto3

import object_storage_interface

FLAGS = flags.FLAGS


class S3Service(object_storage_interface.ObjectStorageServiceBase):
  """"""An interface to AWS S3, using the boto library.""""""

  def __init__(self):
    self.client = boto3.client('s3', region_name=FLAGS.region)

  def ListObjects(self, bucket, prefix):
    bucket_name = FLAGS.access_point_hostname or bucket
    return self.client.list_objects_v2(Bucket=bucket_name, Prefix=prefix)

  def DeleteObjects(self, bucket, objects_to_delete, objects_deleted=None):
    bucket_name = FLAGS.access_point_hostname or bucket
    for object_name in objects_to_delete:
      response = self.client.delete_object(Bucket=bucket_name, Key=object_name)
      if response['ResponseMetadata']['DeleteMarker']:
        if objects_deleted is not None:
          objects_deleted.append(object_name)
      else:
        logging.exception(
            'Encountered error while deleting object %s. '
            'Response metadata: %s', object_name, response)

  def WriteObjectFromBuffer(self, bucket, object_name, stream, size):
    start_time = time.time()
    bucket_name = FLAGS.access_point_hostname or bucket
    stream.seek(0)
    self.client.upload_fileobj(stream, bucket_name, object_name)
    latency = time.time() - start_time
    return start_time, latency

  def ReadObject(self, bucket, object_name):
    start_time = time.time()
    bucket_name = FLAGS.access_point_hostname or bucket
    self.client.get_object(Bucket=bucket_name, Key=object_name)





    latency = time.time() - start_time"
13,HDI-Project/ATM,86dda10cf51562e2d0d691a29aafa813eb46eecf,atm/worker.py,simple,boto,boto3,"from boto.s3.connection import Key as S3Key
from boto.s3.connection import S3Connection",import boto3
14,HDI-Project/ATM,86dda10cf51562e2d0d691a29aafa813eb46eecf,atm/worker.py,complex,boto,boto3,"conn = S3Connection(self.aws_config.access_key, self.aws_config.secret_key)
        bucket = conn.get_bucket(self.aws_config.s3_bucket)
","aws_access_key = None
        aws_secret_key = None

        if self.aws_config:
            aws_access_key = self.aws_config.access_key
            aws_secret_key = self.aws_config.secret_key

        client = boto3.client(
            's3',
            aws_access_key_id=aws_access_key,
            aws_secret_access_key=aws_secret_key,
        )"
15,HDI-Project/ATM,86dda10cf51562e2d0d691a29aafa813eb46eecf,atm/worker.py,complex,boto,boto3," kmodel = S3Key(bucket)
        kmodel.key = aws_model_path
        kmodel.set_contents_from_filename(local_model_path)
        logger.info('Uploading model at %s to S3 bucket %s',
                    self.aws_config.s3_bucket, local_model_path)

        kmodel = S3Key(bucket)
        kmodel.key = aws_metric_path
        kmodel.set_contents_from_filename(local_metric_path)
        logger.info('Uploading metrics at %s to S3 bucket %s',","        client.upload_file(aws_model_path, self.aws_config.bucket, aws_model_path)
        LOGGER.info('Uploading model at %s to S3 bucket %s',


                    self.aws_config.s3_bucket, local_model_path)

        client.upload_file(aws_metric_path, self.aws_config.bucket, aws_metric_path)
        LOGGER.info('Uploading metrics at %s to S3 bucket %s',"
16,Scout24/aws-monocyte,680fb2e8001c0c15fb268dd6d5505ce70e77c9a9,src/integrationtest/python/handler/s3_tests_base.py,complex,boto,boto3,"def setUp(self):
        self.s3_handler = s3_handler.Bucket(lambda region_name: region_name not in [
            'cn-north-1', 'us-gov-west-1'])
        self.prefix = 'test-' + hex(random.randint(0, 2**48))[2:] + '-'
        self.our_buckets = []

        def my_filter(old_function):
            @wraps(old_function)
            def new_function(*args):
                conn, bucket, checked_buckets = args
                if not bucket.name.startswith(self.prefix):
                    # print(""skipping bucket {0}"".format(bucket.name))
                    return
                else:
                    print(""processing {0}"".format(bucket.name))
                checked_buckets = []
                return old_function(conn, bucket, checked_buckets)

            return new_function

        self.s3_handler.check_if_unwanted_resource = my_filter(
            self.s3_handler.check_if_unwanted_resource
        )","def setUp(self):
        self.s3_handler = s3_handler.Bucket(lambda region_name: region_name not in [
            'cn-north-1', 'us-gov-west-1'])
        self.prefix = 'test-' + hex(random.randint(0, 2**48))[2:] + '-'
        self.our_buckets = []

        def my_filter(old_function):
            @wraps(old_function)
            def new_function():
                return [resource for resource in old_function()
                        if resource.resource_id in self.our_buckets]







            return new_function

        self.s3_handler.fetch_unwanted_resources = my_filter(
            self.s3_handler.fetch_unwanted_resources
        )"
17,Scout24/aws-monocyte,680fb2e8001c0c15fb268dd6d5505ce70e77c9a9,src/integrationtest/python/handler/s3_tests_base.py,complex,boto,boto3,"def tearDown(self):
        for resource in self.our_buckets:
            print(""to be deleted {0}"".format(resource.wrapped.name))
            self.s3_handler.dry_run = False
            self.s3_handler.delete(resource)","def tearDown(self):
        for bucket_name in self.our_buckets:

            self.s3_handler.dry_run = False
            self.s3_handler.delete(bucket_name)

    def connect_to_region(self, region_name):
        return boto3.client('s3', region_name=region_name)"
18,Scout24/aws-monocyte,680fb2e8001c0c15fb268dd6d5505ce70e77c9a9,src/integrationtest/python/handler/s3_tests_base.py,complex,boto,boto3," def _create_bucket(self, bucket_name, region_name, create_key=False):
        conn = self.s3_handler.connect_to_region(region_name)


        if region_name == 'us-east-1':
            bucket = conn.create_bucket(self.prefix + bucket_name)
        else:
            bucket = conn.create_bucket(self.prefix + bucket_name,
                                        location=region_name)
        resource = Resource(resource=bucket,
                            resource_type='s3.Bucket',
                            resource_id='42',
                            creation_date='2015-11-23',
                            region=self.s3_handler.map_location(
                                region_name))
        self.our_buckets.append(resource)
        if create_key:
            key = bucket.new_key(key_name='mytestkey')
            key.set_contents_from_string('test')
        return bucket","    def _create_bucket(self, bucket_name, region_name, create_key=False):
        bucket_name = self.prefix + bucket_name
        client = self.connect_to_region(region_name)

        if region_name == 'us-east-1':
            client.create_bucket(Bucket=bucket_name)
        else:
            client.create_bucket(Bucket=bucket_name, CreateBucketConfiguration={'LocationConstraint': region_name})
        self.our_buckets.append(bucket_name)







        if create_key:
            client.put_object(Bucket=bucket_name, Key='foobar')
"
19,Scout24/aws-monocyte,680fb2e8001c0c15fb268dd6d5505ce70e77c9a9,src/main/python/monocyte/handler/s3.py,simple,boto,boto3,"import ssl
import boto
from boto import s3
from boto.exception import S3ResponseError
import boto.s3.connection",import boto3
20,Scout24/aws-monocyte,680fb2e8001c0c15fb268dd6d5505ce70e77c9a9,src/main/python/monocyte/handler/s3.py,complex,boto,boto3,"def fetch_regions(self):
        return s3.regions()","def fetch_regions(self):
        session = boto3.session.Session()
        region_names = session.get_available_regions('s3')

        # FIXME: Update parent class so we can just return the names
        regions = []
        from mock import Mock
        for region_name in region_names:
            region = Mock()
            region.name = region_name
            regions.append(region)
        return regions"
21,JulienBalestra/enjoliver,600c9d4ea360436be56a6d3e970420fb5d45ffb0,app/objs3.py,simple,boto,boto3,"from boto.s3.connection import S3Connection
from boto.s3.key import Key",import boto3
22,JulienBalestra/enjoliver,600c9d4ea360436be56a6d3e970420fb5d45ffb0,app/objs3.py,simple,boto,boto3,"self.conn = S3Connection(
            aws_access_key_id=aws_id,
            aws_secret_access_key=aws_secret)
        self.bucket = self.conn.get_bucket(bucket_name)","self.s3 = boto3.resource('s3')
        self.bucket = self.s3.Bucket(bucket_name)"
23,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,cumulus/aws/ec2/__init__.py,complex,boto,boto3,"def get_easy_ec2(profile):
    aws_access_key_id = profile['accessKeyId']
    aws_secret_access_key = profile['secretAccessKey']
    aws_region_name = profile['regionName']
    aws_region_host = profile['regionHost']
    ec2 = EasyEC2(aws_access_key_id, aws_secret_access_key,
                  aws_region_name=aws_region_name,
                  aws_region_host=aws_region_host)

    return ec2","import boto3

class ClientErrorCode:
    AuthFailure  = 'AuthFailure'
    InvalidParameterValue = 'InvalidParameterValue'

def get_ec2_client(profile):
    aws_access_key_id = profile['accessKeyId']
    aws_secret_access_key = profile['secretAccessKey']
    region_name = profile.get('regionName')

    client = boto3.client(
        'ec2', aws_access_key_id=aws_access_key_id,
        aws_secret_access_key=aws_secret_access_key,
        region_name=region_name)

    return client"
24,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/aws_test.py,simple,boto,boto3,from boto.exception import EC2ResponseError,"from botocore.exceptions import ClientError
"
25,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/aws_test.py,simple,boto,boto3,"def test_create_public_ips(self, generate_key_pair, EasyEC2):

        instance = EasyEC2.return_value","def test_create_public_ips(self, generate_key_pair, get_ec2_client):

        ec2_client = get_ec2_client.return_value"
26,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/aws_test.py,simple,boto,boto3, instance.get_region.return_value = EasyDict({'endpoint': 'cornwall.ec2.amazon.com'}),"ec2_client.describe_regions.return_value = {
            'Regions': [{
                'RegionName': 'cornwall',
                'Endpoint': 'cornwall.ec2.amazon.com'
            }]
        }"
27,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/aws_test.py,complex,boto,boto3,"def test_update(self, EasyEC2, delay):
        region_host = 'cornwall.ec2.amazon.com'
        instance = EasyEC2.return_value
        instance.get_region.return_value = EasyDict({'endpoint': region_host})","def test_update(self, get_ec2_client, delay):
        region_host = 'cornwall.ec2.amazon.com'
        ec2_client = get_ec2_client.return_value
        ec2_client.describe_regions.return_value = {
            'Regions': [{
                'RegionName': 'cornwall',
                'Endpoint': region_host
            }]
        }"
28,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/aws_test.py,complex,boto,boto3," def test_delete(self, EasyEC2, generate_key_pair, delete_key_pair,
                    get_easy_ec2, volume_get_easy_ec2):
        region_host = 'cornwall.ec2.amazon.com'
        instance = EasyEC2.return_value
        instance.get_region.return_value = EasyDict({'endpoint': region_host})","def test_delete(self, get_ec2_client, generate_key_pair, delete_key_pair,
                    aws_get_ec2_client, volume_get_ec2_client):
        region_host = 'cornwall.ec2.amazon.com'
        ec2_client = get_ec2_client.return_value
        ec2_client.describe_regions.return_value = {
            'Regions': [{
                'RegionName': 'cornwall',
                'Endpoint': region_host
            }]
        }"
29,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/aws_test.py,complex,boto,boto3," def test_get(self, EasyEC2, generate_key_pair):
        region_host = 'cornwall.ec2.amazon.com'
        instance = EasyEC2.return_value
        instance.get_region.return_value = EasyDict({'endpoint': region_host})","def test_get(self, get_ec2_client, generate_key_pair):
        region_host = 'cornwall.ec2.amazon.com'
        get_ec2_client = get_ec2_client.return_value
        get_ec2_client.describe_regions.return_value = {
            'Regions': [{
                'RegionName': 'cornwall',
                'Endpoint': region_host
            }]
        }"
30,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/aws_test.py,complex,boto,boto3,"def test_running_instances(self, EasyEC2, generate_key_pair, get_easy_ec2):
        region_host = 'cornwall.ec2.amazon.com'
        instance = EasyEC2.return_value
        instance.get_region.return_value = EasyDict({'endpoint': region_host})","def test_running_instances(self, get_ec2_client, generate_key_pair, aws_get_ec2_client):
        region_host = 'cornwall.ec2.amazon.com'
        ec2_client = get_ec2_client.return_value
        ec2_client.describe_regions.return_value = {
            'Regions': [{
                'RegionName': 'cornwall',
                'Endpoint': region_host
            }]
        }"
31,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/aws_test.py,complex,boto,boto3,"def test_max_instances(self, EasyEC2, generate_key_pair, get_easy_ec2):
        region_host = 'cornwall.ec2.amazon.com'
        instance = EasyEC2.return_value
        instance.get_region.return_value = EasyDict({'endpoint': region_host})","def test_max_instances(self, get_ec2_client, generate_key_pair, aws_get_ec2_client):
        region_host = 'cornwall.ec2.amazon.com'
        ec2_client = get_ec2_client.return_value
        ec2_client.describe_regions.return_value = {
            'Regions': [{
                'RegionName': 'cornwall',
                'Endpoint': region_host
                }]
        }"
32,Kitware/cumulus,45070da903b75f226fe61cd86563c12b6581fe34,girder/cumulus/plugin_tests/cluster_test.py,complex,boto,boto3,"def test_create_using_aws_profile(self, EasyEC2, generate_key_pair):
        # First create a profile
        instance = EasyEC2.return_value
        instance.get_region.return_value = EasyDict({'endpoint': 'cornwall.ec2.amazon.com'})","def test_create_using_aws_profile(self, get_ec2_client, generate_key_pair):
        # First create a profile
        region_host = 'cornwall.ec2.amazon.com'
        ec2_client = get_ec2_client.return_value
        ec2_client.describe_regions.return_value = {
            'Regions': [{
                'RegionName': 'cornwall',
                'Endpoint': region_host
                }]
        }"
33,Koed00/django-q,0b9df26218b950cd768e3434d76026c97cc15e01,django_q/brokers/aws_sqs.py,simple,boto,boto3,"import boto.sqs
from boto.sqs.message import RawMessage","from boto3 import Session
"
34,MicroPyramid/django-email-gateway,ff1b7c817a46c8220e83cd159cef406abf1d4660,django_email_gateway/sending_mail.py,simple,boto,boto3,"import boto.ses

import requests
import sendgrid
from django.core.mail import EmailMultiAlternatives
from django.template import loader
from django.conf import settings","import base64

import requests

from django.core.mail import EmailMultiAlternatives
from django.template import loader
from django.conf import settings
import boto3
from botocore.exceptions import ClientError"
