id,Link,org,repo,file,add_lib,rmv_lib,before,after,type
11,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testGetStepExecutionMissingJobExecution() throws Exception {
		expect(jobExecutionDao.getJobExecution(jobExecution.getId())).andReturn(null);
		replay(jobExecutionDao, stepExecutionDao, ecDao);
		assertNull(jobExplorer.getStepExecution(jobExecution.getId(), 123L));
		verify(jobExecutionDao, stepExecutionDao, ecDao);
	}","	@Test
	public void testGetStepExecutionMissingJobExecution() throws Exception {
		when(jobExecutionDao.getJobExecution(jobExecution.getId())).thenReturn(null);

		assertNull(jobExplorer.getStepExecution(jobExecution.getId(), 123L));

	}",multiple substitutions
12,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testGetStepExecution() throws Exception {
		expect(jobExecutionDao.getJobExecution(jobExecution.getId())).andReturn(jobExecution);
		StepExecution stepExecution = jobExecution.createStepExecution(""foo"");
		expect(stepExecutionDao.getStepExecution(jobExecution, 123L))
		.andReturn(stepExecution);
		expect(ecDao.getExecutionContext(stepExecution)).andReturn(null);
		expectLastCall();
		replay(jobExecutionDao, stepExecutionDao, ecDao);
		jobExplorer.getStepExecution(jobExecution.getId(), 123L);
		verify(jobExecutionDao, stepExecutionDao, ecDao);
	}","	@Test
	public void testGetStepExecution() throws Exception {
		when(jobExecutionDao.getJobExecution(jobExecution.getId())).thenReturn(jobExecution);
		StepExecution stepExecution = jobExecution.createStepExecution(""foo"");
		when(stepExecutionDao.getStepExecution(jobExecution, 123L))
				.thenReturn(stepExecution);
		when(ecDao.getExecutionContext(stepExecution)).thenReturn(null);


		jobExplorer.getStepExecution(jobExecution.getId(), 123L);

	}",multiple substitutions
13,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testGetStepExecutionMissing() throws Exception {
		expect(jobExecutionDao.getJobExecution(jobExecution.getId())).andReturn(jobExecution);
		expectLastCall();
		expect(stepExecutionDao.getStepExecution(jobExecution, 123L))
		.andReturn(null);
		replay(jobExecutionDao, stepExecutionDao, ecDao);
		assertNull(jobExplorer.getStepExecution(jobExecution.getId(), 123L));
		verify(jobExecutionDao, stepExecutionDao, ecDao);
	}","	@Test
	public void testGetStepExecutionMissing() throws Exception {
		when(jobExecutionDao.getJobExecution(jobExecution.getId())).thenReturn(jobExecution);
		when(stepExecutionDao.getStepExecution(jobExecution, 123L))
				.thenReturn(null);


		assertNull(jobExplorer.getStepExecution(jobExecution.getId(), 123L));

	}",multiple substitutions
14,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testGetStepExecutionMissingJobExecution() throws Exception {
		expect(jobExecutionDao.getJobExecution(jobExecution.getId())).andReturn(null);
		replay(jobExecutionDao, stepExecutionDao, ecDao);
		assertNull(jobExplorer.getStepExecution(jobExecution.getId(), 123L));
		verify(jobExecutionDao, stepExecutionDao, ecDao);
	}","	@Test
	public void testGetStepExecutionMissingJobExecution() throws Exception {
		when(jobExecutionDao.getJobExecution(jobExecution.getId())).thenReturn(null);

		assertNull(jobExplorer.getStepExecution(jobExecution.getId(), 123L));

	}",multiple substitutions
15,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testFindRunningJobExecutions() throws Exception {
		StepExecution stepExecution = jobExecution.createStepExecution(""step"");
		expect(jobExecutionDao.findRunningJobExecutions(""job"")).andReturn(
				Collections.singleton(jobExecution));
		expect(jobInstanceDao.getJobInstance(jobExecution)).andReturn(
				jobInstance);
		stepExecutionDao.addStepExecutions(jobExecution);
		expect(ecDao.getExecutionContext(jobExecution)).andReturn(null);
		expect(ecDao.getExecutionContext(stepExecution)).andReturn(null);
		replay(jobExecutionDao, jobInstanceDao, stepExecutionDao, ecDao);
		jobExplorer.findRunningJobExecutions(""job"");
		verify(jobExecutionDao, jobInstanceDao, stepExecutionDao, ecDao);
	}","	@Test
	public void testFindRunningJobExecutions() throws Exception {
		StepExecution stepExecution = jobExecution.createStepExecution(""step"");
		when(jobExecutionDao.findRunningJobExecutions(""job"")).thenReturn(
				Collections.singleton(jobExecution));
		when(jobInstanceDao.getJobInstance(jobExecution)).thenReturn(
				jobInstance);
		stepExecutionDao.addStepExecutions(jobExecution);
		when(ecDao.getExecutionContext(jobExecution)).thenReturn(null);
		when(ecDao.getExecutionContext(stepExecution)).thenReturn(null);

		jobExplorer.findRunningJobExecutions(""job"");

	}",multiple substitutions
16,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testFindJobExecutions() throws Exception {
		StepExecution stepExecution = jobExecution.createStepExecution(""step"");
		expect(jobExecutionDao.findJobExecutions(jobInstance)).andReturn(
				Collections.singletonList(jobExecution));
		expect(jobInstanceDao.getJobInstance(jobExecution)).andReturn(
				jobInstance);
		stepExecutionDao.addStepExecutions(jobExecution);
		expect(ecDao.getExecutionContext(jobExecution)).andReturn(null);
		expect(ecDao.getExecutionContext(stepExecution)).andReturn(null);
		expectLastCall();
		replay(jobExecutionDao, jobInstanceDao, stepExecutionDao, ecDao);
		jobExplorer.getJobExecutions(jobInstance);
		verify(jobExecutionDao, jobInstanceDao, stepExecutionDao, ecDao);
	}","	@Test
	public void testFindJobExecutions() throws Exception {
		StepExecution stepExecution = jobExecution.createStepExecution(""step"");
		when(jobExecutionDao.findJobExecutions(jobInstance)).thenReturn(
				Collections.singletonList(jobExecution));
		when(jobInstanceDao.getJobInstance(jobExecution)).thenReturn(
				jobInstance);
		stepExecutionDao.addStepExecutions(jobExecution);
		when(ecDao.getExecutionContext(jobExecution)).thenReturn(null);
		when(ecDao.getExecutionContext(stepExecution)).thenReturn(null);


		jobExplorer.getJobExecutions(jobInstance);

	}",multiple substitutions
17,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testGetJobInstance() throws Exception {
		jobInstanceDao.getJobInstance(111L);
		EasyMock.expectLastCall().andReturn(jobInstance);
		replay(jobExecutionDao, jobInstanceDao, stepExecutionDao);
		jobExplorer.getJobInstance(111L);
		verify(jobExecutionDao, jobInstanceDao, stepExecutionDao);
	}","	@Test
	public void testGetJobInstance() throws Exception {
		jobInstanceDao.getJobInstance(111L);


		jobExplorer.getJobInstance(111L);

	}",remove
18,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testGetLastJobInstances() throws Exception {
		jobInstanceDao.getJobInstances(""foo"", 0, 1);
		EasyMock.expectLastCall().andReturn(
				Collections.singletonList(jobInstance));
		replay(jobExecutionDao, jobInstanceDao, stepExecutionDao);
		jobExplorer.getJobInstances(""foo"", 0, 1);
		verify(jobExecutionDao, jobInstanceDao, stepExecutionDao);
	}","	@Test
	public void testGetLastJobInstances() throws Exception {
		jobInstanceDao.getJobInstances(""foo"", 0, 1);



		jobExplorer.getJobInstances(""foo"", 0, 1);

	}",remove
19,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/explore/support/SimpleJobExplorerTests.java,mockito,easymock,"	@Test
	public void testGetJobNames() throws Exception {
		jobInstanceDao.getJobNames();
		EasyMock.expectLastCall().andReturn(
				Collections.singletonList(""foo""));
		replay(jobExecutionDao, jobInstanceDao, stepExecutionDao);
		jobExplorer.getJobNames();
		verify(jobExecutionDao, jobInstanceDao, stepExecutionDao);
	}","	@Test
	public void testGetJobNames() throws Exception {
		jobInstanceDao.getJobNames();



		jobExplorer.getJobNames();

	}",remove
20,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/CompositeJobParametersValidatorTests.java,mockito,easymock,"import static org.easymock.EasyMock.createMock;
import static org.easymock.EasyMock.replay;
import static org.easymock.EasyMock.verify;",import static org.mockito.Mockito.mock;,import
21,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/CompositeJobParametersValidatorTests.java,mockito,easymock,"	@Test
	public void testDelegateIsInvoked() throws JobParametersInvalidException{
		JobParametersValidator validator = createMock(JobParametersValidator.class);
		validator.validate(parameters);
		compositeJobParametersValidator.setValidators(Arrays.asList(validator));
		replay(validator);
		compositeJobParametersValidator.validate(parameters);
		verify(validator);
	}","	@Test
	public void testDelegateIsInvoked() throws JobParametersInvalidException{
		JobParametersValidator validator = mock(JobParametersValidator.class);
		validator.validate(parameters);
		compositeJobParametersValidator.setValidators(Arrays.asList(validator));

		compositeJobParametersValidator.validate(parameters);

	}",multiple substitutions
22,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/CompositeJobParametersValidatorTests.java,mockito,easymock,"	@Test
	public void testDelegatesAreInvoked() throws JobParametersInvalidException{
		JobParametersValidator validator = createMock(JobParametersValidator.class);
		validator.validate(parameters);
		validator.validate(parameters);
		compositeJobParametersValidator.setValidators(Arrays.asList(validator, validator));
		replay(validator);
		compositeJobParametersValidator.validate(parameters);
		verify(validator);
	}","	@Test
	public void testDelegatesAreInvoked() throws JobParametersInvalidException{
		JobParametersValidator validator = mock(JobParametersValidator.class);
		validator.validate(parameters);
		validator.validate(parameters);
		compositeJobParametersValidator.setValidators(Arrays.asList(validator, validator));

		compositeJobParametersValidator.validate(parameters);

	}",multiple substitutions
23,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/SimpleJobTests.java,mockito,easymock,"import static org.easymock.EasyMock.createMock;
import static org.easymock.EasyMock.replay;
import static org.easymock.EasyMock.verify;","import static org.mockito.Mockito.mock;
import static org.mockito.Mockito.when;",import
24,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/SimpleJobTests.java,mockito,easymock,"public void testInterruptWithListener() throws Exception {
		step1.setProcessException(new JobInterruptedException(""job interrupted!""));

		JobExecutionListener listener = createMock(JobExecutionListener.class);
		listener.beforeJob(jobExecution);
		listener.afterJob(jobExecution);
		replay(listener);

		job.setJobExecutionListeners(new JobExecutionListener[] { listener });

		job.execute(jobExecution);
		assertEquals(BatchStatus.STOPPED, jobExecution.getStatus());

		verify(listener);
	}","public void testInterruptWithListener() throws Exception {
		step1.setProcessException(new JobInterruptedException(""job interrupted!""));

		JobExecutionListener listener = mock(JobExecutionListener.class);
		listener.beforeJob(jobExecution);
		listener.afterJob(jobExecution);


		job.setJobExecutionListeners(new JobExecutionListener[] { listener });

		job.execute(jobExecution);
		assertEquals(BatchStatus.STOPPED, jobExecution.getStatus());


	}",update
25,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/flow/support/state/SplitStateTests.java,mockito,easymock,import org.easymock.EasyMock;,"import static org.mockito.Mockito.mock;
import static org.mockito.Mockito.when;",import
26,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/flow/support/state/SplitStateTests.java,mockito,easymock,"public void testBasicHandling() throws Exception {

		Collection<Flow> flows  = new ArrayList<Flow>();
		Flow flow1 = EasyMock.createMock(Flow.class);
		Flow flow2 = EasyMock.createMock(Flow.class);
		flows.add(flow1);
		flows.add(flow2);

		SplitState state = new SplitState(flows, ""foo"");

		EasyMock.expect(flow1.start(executor)).andReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		EasyMock.expect(flow2.start(executor)).andReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		EasyMock.replay(flow1, flow2);

		FlowExecutionStatus result = state.handle(executor);
		assertEquals(FlowExecutionStatus.COMPLETED, result);

		EasyMock.verify(flow1, flow2);

	}","	public void testBasicHandling() throws Exception {

		Collection<Flow> flows  = new ArrayList<Flow>();
		Flow flow1 = mock(Flow.class);
		Flow flow2 = mock(Flow.class);
		flows.add(flow1);
		flows.add(flow2);

		SplitState state = new SplitState(flows, ""foo"");

		when(flow1.start(executor)).thenReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		when(flow2.start(executor)).thenReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));


		FlowExecutionStatus result = state.handle(executor);
		assertEquals(FlowExecutionStatus.COMPLETED, result);



	}",update
27,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/flow/support/state/SplitStateTests.java,mockito,easymock,"	public void testConcurrentHandling() throws Exception {

		Flow flow1 = EasyMock.createMock(Flow.class);
		Flow flow2 = EasyMock.createMock(Flow.class);

		SplitState state = new SplitState(Arrays.asList(flow1, flow2), ""foo"");
		state.setTaskExecutor(new SimpleAsyncTaskExecutor());

		EasyMock.expect(flow1.start(executor)).andReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		EasyMock.expect(flow2.start(executor)).andReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		EasyMock.replay(flow1, flow2);

		FlowExecutionStatus result = state.handle(executor);
		assertEquals(FlowExecutionStatus.COMPLETED, result);

		EasyMock.verify(flow1, flow2);

	}","	public void testConcurrentHandling() throws Exception {

		Flow flow1 = mock(Flow.class);
		Flow flow2 = mock(Flow.class);

		SplitState state = new SplitState(Arrays.asList(flow1, flow2), ""foo"");
		state.setTaskExecutor(new SimpleAsyncTaskExecutor());

		when(flow1.start(executor)).thenReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		when(flow2.start(executor)).thenReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));


		FlowExecutionStatus result = state.handle(executor);
		assertEquals(FlowExecutionStatus.COMPLETED, result);



	}",update
28,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/launch/SimpleJobLauncherTests.java,mockito,easymock,"import static org.easymock.EasyMock.createMock;
import static org.easymock.EasyMock.expect;
import static org.easymock.EasyMock.expectLastCall;
import static org.easymock.EasyMock.replay;
import static org.easymock.EasyMock.reset;
import static org.easymock.EasyMock.verify;","import static org.mockito.Mockito.mock;
import static org.mockito.Mockito.when;",import
29,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/launch/SimpleJobLauncherTests.java,mockito,easymock,"
	public void testInterruptWithListener() throws Exception {
		step1.setProcessException(new JobInterruptedException(""job interrupted!""));

		JobExecutionListener listener = createMock(JobExecutionListener.class);
		listener.beforeJob(jobExecution);
		listener.afterJob(jobExecution);
		replay(listener);

		job.setJobExecutionListeners(new JobExecutionListener[] { listener });

		job.execute(jobExecution);
		assertEquals(BatchStatus.STOPPED, jobExecution.getStatus());

		verify(listener);
	}","	public void testInterruptWithListener() throws Exception {
		step1.setProcessException(new JobInterruptedException(""job interrupted!""));

		JobExecutionListener listener = mock(JobExecutionListener.class);
		listener.beforeJob(jobExecution);
		listener.afterJob(jobExecution);


		job.setJobExecutionListeners(new JobExecutionListener[] { listener });

		job.execute(jobExecution);
		assertEquals(BatchStatus.STOPPED, jobExecution.getStatus());


	}",update
30,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/flow/support/state/SplitStateTests.java,mockito,easymock,import org.easymock.EasyMock;,"import static org.mockito.Mockito.mock;
import static org.mockito.Mockito.when;",import
31,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/flow/support/state/SplitStateTests.java,mockito,easymock,"	public void testBasicHandling() throws Exception {

		Collection<Flow> flows  = new ArrayList<Flow>();
		Flow flow1 = EasyMock.createMock(Flow.class);
		Flow flow2 = EasyMock.createMock(Flow.class);
		flows.add(flow1);
		flows.add(flow2);

		SplitState state = new SplitState(flows, ""foo"");

		EasyMock.expect(flow1.start(executor)).andReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		EasyMock.expect(flow2.start(executor)).andReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		EasyMock.replay(flow1, flow2);

		FlowExecutionStatus result = state.handle(executor);
		assertEquals(FlowExecutionStatus.COMPLETED, result);

		EasyMock.verify(flow1, flow2);

	}","	public void testBasicHandling() throws Exception {

		Collection<Flow> flows  = new ArrayList<Flow>();
		Flow flow1 = mock(Flow.class);
		Flow flow2 = mock(Flow.class);
		flows.add(flow1);
		flows.add(flow2);

		SplitState state = new SplitState(flows, ""foo"");

		when(flow1.start(executor)).thenReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		when(flow2.start(executor)).thenReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));


		FlowExecutionStatus result = state.handle(executor);
		assertEquals(FlowExecutionStatus.COMPLETED, result);



	}",update
32,https://github.com/spring-projects/spring-batch/commit/7e1e66d677d8cdd9fbf1c9e07e5b307a249d9e05,spring-projects,spring-batch,spring-batch-core/src/test/java/org/springframework/batch/core/job/flow/support/state/SplitStateTests.java,mockito,easymock,"	@Test
	public void testConcurrentHandling() throws Exception {

		Flow flow1 = EasyMock.createMock(Flow.class);
		Flow flow2 = EasyMock.createMock(Flow.class);

		SplitState state = new SplitState(Arrays.asList(flow1, flow2), ""foo"");
		state.setTaskExecutor(new SimpleAsyncTaskExecutor());

		EasyMock.expect(flow1.start(executor)).andReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		EasyMock.expect(flow2.start(executor)).andReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		EasyMock.replay(flow1, flow2);

		FlowExecutionStatus result = state.handle(executor);
		assertEquals(FlowExecutionStatus.COMPLETED, result);

		EasyMock.verify(flow1, flow2);

	}","	@Test
	public void testConcurrentHandling() throws Exception {

		Flow flow1 = mock(Flow.class);
		Flow flow2 = mock(Flow.class);

		SplitState state = new SplitState(Arrays.asList(flow1, flow2), ""foo"");
		state.setTaskExecutor(new SimpleAsyncTaskExecutor());

		when(flow1.start(executor)).thenReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));
		when(flow2.start(executor)).thenReturn(new FlowExecution(""step1"", FlowExecutionStatus.COMPLETED));


		FlowExecutionStatus result = state.handle(executor);
		assertEquals(FlowExecutionStatus.COMPLETED, result);



	}",update
