id,link,org,repo,File,add_lib,rmv_lib,before,after,type
22,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a10,linkedin,Cytodynamics,cytodynamics-nucleus/src/test/java/com/linkedin/cytodynamics/nucleus/FileOriginRestrictionFilterTest.java,junit,testng,"  @Test
  public void testFileOrigin() throws Exception {
    File tempDir = new File(System.getProperty(""java.io.tmpdir""));
    File directoryInTempDir = new File(tempDir, ""test-"" + System.currentTimeMillis());
    directoryInTempDir.mkdir();
    directoryInTempDir.deleteOnExit();

    // /tmp/test.jar
    File fileInTempDir = new File(tempDir, ""test.jar"");

    // /tmp/test-1234/test2.jar
    File fileInSubdirOfTempDir = new File(directoryInTempDir, ""test2.jar"");

    // /test3.jar
    File fileNotInTempDir = new File(tempDir.getParent(), ""test3.jar"");

    FileOriginRestrictionFilter nonRecursiveFilter = new FileOriginRestrictionFilter(tempDir, false, OriginMatchResults.ALLOW);
    assertEquals(nonRecursiveFilter.isAllowed(fileInTempDir.toURI().toURL()), OriginMatchResults.ALLOW);
    assertEquals(nonRecursiveFilter.isAllowed(fileInSubdirOfTempDir.toURI().toURL()), OriginMatchResults.NO_MATCH);
    assertEquals(nonRecursiveFilter.isAllowed(fileNotInTempDir.toURI().toURL()), OriginMatchResults.NO_MATCH);

    FileOriginRestrictionFilter recursiveFilter = new FileOriginRestrictionFilter(tempDir, true, OriginMatchResults.ALLOW);
    assertEquals(recursiveFilter.isAllowed(fileInTempDir.toURI().toURL()), OriginMatchResults.ALLOW);
    assertEquals(recursiveFilter.isAllowed(fileInSubdirOfTempDir.toURI().toURL()), OriginMatchResults.ALLOW);
    assertEquals(recursiveFilter.isAllowed(fileNotInTempDir.toURI().toURL()), OriginMatchResults.NO_MATCH);
  }","  @Test
  public void testFileOrigin() throws Exception {
    File tempDir = new File(System.getProperty(""java.io.tmpdir""));
    File directoryInTempDir = new File(tempDir, ""test-"" + System.currentTimeMillis());
    directoryInTempDir.mkdir();
    directoryInTempDir.deleteOnExit();

    // /tmp/test.jar
    File fileInTempDir = new File(tempDir, ""test.jar"");

    // /tmp/test-1234/test2.jar
    File fileInSubdirOfTempDir = new File(directoryInTempDir, ""test2.jar"");

    // /test3.jar
    File fileNotInTempDir = new File(tempDir.getParent(), ""test3.jar"");

    FileOriginRestrictionFilter nonRecursiveFilter = new FileOriginRestrictionFilter(tempDir, false, OriginMatchResults.ALLOW);
    assertEquals(OriginMatchResults.ALLOW, nonRecursiveFilter.isAllowed(fileInTempDir.toURI().toURL()));
    assertEquals(OriginMatchResults.NO_MATCH, nonRecursiveFilter.isAllowed(fileInSubdirOfTempDir.toURI().toURL()));
    assertEquals(OriginMatchResults.NO_MATCH, nonRecursiveFilter.isAllowed(fileNotInTempDir.toURI().toURL()));

    FileOriginRestrictionFilter recursiveFilter = new FileOriginRestrictionFilter(tempDir, true, OriginMatchResults.ALLOW);
    assertEquals(OriginMatchResults.ALLOW, recursiveFilter.isAllowed(fileInTempDir.toURI().toURL()));
    assertEquals(OriginMatchResults.ALLOW, recursiveFilter.isAllowed(fileInSubdirOfTempDir.toURI().toURL()));
    assertEquals(OriginMatchResults.NO_MATCH, recursiveFilter.isAllowed(fileNotInTempDir.toURI().toURL()));
  }",multiple substitutions
23,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-nucleus/src/test/java/com/linkedin/cytodynamics/nucleus/OriginRestrictionTest.java,junit,testng,"import org.testng.annotations.Test;

import static org.testng.Assert.assertFalse;
import static org.testng.Assert.assertTrue;","import org.junit.Test;

import static org.junit.Assert.*;",import
24,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-nucleus/src/test/java/com/linkedin/cytodynamics/nucleus/ProtocolOriginRestrictionFilterTest.java,junit,testng,"import org.testng.annotations.Test;

import static org.testng.Assert.assertEquals;
import static org.testng.Assert.assertFalse;
import static org.testng.Assert.assertTrue;","import org.junit.Test;

import static org.junit.Assert.*;",import
25,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-nucleus/src/test/java/com/linkedin/cytodynamics/nucleus/ProtocolOriginRestrictionFilterTest.java,junit,testng,"public class ProtocolOriginRestrictionFilterTest {
  @Test
  public void testProtocolOriginRestrictionFilter() throws Exception {
    ProtocolOriginRestrictionFilter httpOnly = new
        ProtocolOriginRestrictionFilter(Collections.singleton(""http""), OriginMatchResults.ALLOW);

    assertTrue(httpOnly.matches(new URL(""http://www.example.com/"")));
    assertEquals(httpOnly.isAllowed(new URL(""http://www.example.com/"")), OriginMatchResults.ALLOW);

    assertFalse(httpOnly.matches(new URL(""https://www.example.com/"")));
    assertEquals(httpOnly.isAllowed(new URL(""https://www.example.com/"")), OriginMatchResults.NO_MATCH);

    Set<String> protocolSet = new HashSet<>(Arrays.asList(""http"", ""https""));
    ProtocolOriginRestrictionFilter httpAndHttpsDeny = new
        ProtocolOriginRestrictionFilter(protocolSet, OriginMatchResults.DENY);

    assertTrue(httpAndHttpsDeny.matches(new URL(""http://www.example.com/"")));
    assertEquals(httpAndHttpsDeny.isAllowed(new URL(""http://www.example.com/"")), OriginMatchResults.DENY);

    assertTrue(httpAndHttpsDeny.matches(new URL(""https://www.example.com/"")));
    assertEquals(httpAndHttpsDeny.isAllowed(new URL(""https://www.example.com/"")), OriginMatchResults.DENY);
  }
}","public class ProtocolOriginRestrictionFilterTest {
  @Test
  public void testProtocolOriginRestrictionFilter() throws Exception {
    ProtocolOriginRestrictionFilter httpOnly = new
        ProtocolOriginRestrictionFilter(Collections.singleton(""http""), OriginMatchResults.ALLOW);

    assertTrue(httpOnly.matches(new URL(""http://www.example.com/"")));
    assertEquals(OriginMatchResults.ALLOW, httpOnly.isAllowed(new URL(""http://www.example.com/"")));

    assertFalse(httpOnly.matches(new URL(""https://www.example.com/"")));
    assertEquals(OriginMatchResults.NO_MATCH, httpOnly.isAllowed(new URL(""https://www.example.com/"")));

    Set<String> protocolSet = new HashSet<>(Arrays.asList(""http"", ""https""));
    ProtocolOriginRestrictionFilter httpAndHttpsDeny = new
        ProtocolOriginRestrictionFilter(protocolSet, OriginMatchResults.DENY);

    assertTrue(httpAndHttpsDeny.matches(new URL(""http://www.example.com/"")));
    assertEquals(OriginMatchResults.DENY, httpAndHttpsDeny.isAllowed(new URL(""http://www.example.com/"")));

    assertTrue(httpAndHttpsDeny.matches(new URL(""https://www.example.com/"")));
    assertEquals(OriginMatchResults.DENY, httpAndHttpsDeny.isAllowed(new URL(""https://www.example.com/"")));
  }
}",parameter swap
26,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/nucleus/TestLoadClassResolve.java,junit,testng,"import org.testng.annotations.BeforeMethod;
import org.testng.annotations.Test;","import org.junit.Before;
import org.junit.Test;",import
27,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/nucleus/TestLoadClassResolve.java,junit,testng,  @BeforeMethod,  @Before,function swap
28,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/nucleus/TestLoadClassResolve.java,junit,testng,"  @Test(description = ""Given that loadClass is called with the resolve argument as false, loadClass should properly ""
      + ""skip the resolve step"")


  public void testLoadClassWithResolveFalse() throws Exception {
    // from parent classloader
    this.isolatingClassLoader.loadClass(TestInterface.class.getName(), false);
    // directly from isolating loader
    this.isolatingClassLoader.loadClass(TestInterfaceImpl.class.getName(), false);
    // from fallback classloader
    this.isolatingClassLoader.loadClass(TestInterfaceAOnlyImpl.class.getName(), false);
    verify(this.isolatingClassLoader, never()).doResolveClass(any());
  }","  /**
   * Given that loadClass is called with the resolve argument as false, loadClass should properly skip the resolve step.
   */
  @Test
  public void testLoadClassWithResolveFalse() throws Exception {
    // from parent classloader
    this.isolatingClassLoader.loadClass(TestInterface.class.getName(), false);
    // directly from isolating loader
    this.isolatingClassLoader.loadClass(TestInterfaceImpl.class.getName(), false);
    // from fallback classloader
    this.isolatingClassLoader.loadClass(TestInterfaceAOnlyImpl.class.getName(), false);
    verify(this.isolatingClassLoader, never()).doResolveClass(any());
  }",function swap
29,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/nucleus/TestLoadClassResolve.java,junit,testng,"  @Test(description = ""Given a class to be loaded from the parent classloader and resolve as true, loadClass should ""
      + ""execute the resolve step"")



  public void testLoadClassWithResolveTrueFromParent() throws Exception {
    Class<?> testInterfaceClass = this.isolatingClassLoader.loadClass(TestInterface.class.getName(), true);
    verify(isolatingClassLoader).doResolveClass(testInterfaceClass);
  }","  /**
   * Given a class to be loaded from the parent classloader and resolve as true, loadClass should execute the resolve
   * step.
   */
  @Test
  public void testLoadClassWithResolveTrueFromParent() throws Exception {
    Class<?> testInterfaceClass = this.isolatingClassLoader.loadClass(TestInterface.class.getName(), true);
    verify(isolatingClassLoader).doResolveClass(testInterfaceClass);
  }",function swap
30,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/nucleus/TestLoadClassResolve.java,junit,testng,"  @Test(description = ""Given a class to be loaded from the classpath and resolve as true, loadClass should execute the ""
      + ""resolve step"")


  public void testLoadClassWithResolveTrueFromClasspath() throws Exception {
    Class<?> testInterfaceImplClass = isolatingClassLoader.loadClass(TestInterfaceImpl.class.getName(), true);
    verify(isolatingClassLoader).doResolveClass(testInterfaceImplClass);
  }","  /**
   * Given a class to be loaded from the classpath and resolve as true, loadClass should execute the resolve step.
   */
  @Test
  public void testLoadClassWithResolveTrueFromClasspath() throws Exception {
    Class<?> testInterfaceImplClass = isolatingClassLoader.loadClass(TestInterfaceImpl.class.getName(), true);
    verify(isolatingClassLoader).doResolveClass(testInterfaceImplClass);
  }",function swap
31,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/nucleus/TestLoadClassResolve.java,junit,testng,"  @Test(description = ""Given a class to be loaded from the fallback classloader and resolve as true, loadClass should ""
      + ""execute the resolve step"")



  public void testLoadClassWithResolveTrueFromFallback() throws Exception {
    Class<?> testInterfaceAOnlyImplClass = isolatingClassLoader.loadClass(TestInterfaceAOnlyImpl.class.getName(), true);
    verify(isolatingClassLoader).doResolveClass(testInterfaceAOnlyImplClass);
  }","  /**
   * Given a class to be loaded from the fallback classloader and resolve as true, loadClass should execute the resolve
   * step.
   */
  @Test
  public void testLoadClassWithResolveTrueFromFallback() throws Exception {
    Class<?> testInterfaceAOnlyImplClass = isolatingClassLoader.loadClass(TestInterfaceAOnlyImpl.class.getName(), true);
    verify(isolatingClassLoader).doResolveClass(testInterfaceAOnlyImplClass);
  }",function swap
32,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/test/TestDynamicLoad.java,junit,testng,"import org.testng.annotations.Test;
import static org.testng.Assert.*;","import org.junit.Ignore;
import org.junit.Test;
import static org.junit.Assert.*;",import
33,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/test/TestDynamicLoad.java,junit,testng,"  @Test(description = ""Given that the loader is a parent of another classloader, then it should still properly do ""
      + ""classloading"")


  public void testLoadAsParent() throws Exception {
    URI apiJarUri = getJarUri(""cytodynamics-test-api"");
    // need cytodynamics-nucleus for Api annotation in parent
    URL cytodynamics = getJarUri(""cytodynamics-nucleus"").toURL();
    ClassLoader apiClassLoader = new URLClassLoader(new URL[]{cytodynamics, apiJarUri.toURL()}, null);
    ClassLoader loader = LoaderBuilder
        .anIsolatingLoader()
        .withOriginRestriction(OriginRestriction.allowByDefault())
        .withClasspath(Arrays.asList(apiJarUri, getJarUri(""cytodynamics-test-a"")))
        .withParentRelationship(DelegateRelationshipBuilder.builder()
            .withDelegateClassLoader(apiClassLoader)
            .withIsolationLevel(IsolationLevel.FULL)
            .addDelegatePreferredClassPredicate(new GlobMatcher(""java.*""))
            .build())
        .build();

    // build a URLClassLoader with no classpath so only the parent would be used
    ClassLoader mainClassLoader = new URLClassLoader(new URL[]{}, loader);
    Class<?> testInterfaceClass = mainClassLoader.loadClass(TestInterface.class.getName());
    assertEquals(testInterfaceClass.getClassLoader(), apiClassLoader,
        ""Should delegate up to the API classloader for the API class"");
    Class<?> nonApiTestInterface = mainClassLoader.loadClass(NonApiTestInterface.class.getName());
    assertEquals(nonApiTestInterface.getClassLoader(), loader,
        ""If there is a non-API class which is also in API classloader, shouldn't load from API classloader"");
    Class<?> testInterfaceImplClass = mainClassLoader.loadClass(TestInterfaceImpl.class.getName());
    assertEquals(testInterfaceImplClass.getClassLoader(), loader,
        ""Should delegate up to the isolating loader for the concrete (non-API) class"");
  }","  /**
   * Given that the loader is a parent of another classloader, then it should still properly do classloading.
   */
  @Test
  public void testLoadAsParent() throws Exception {
    URI apiJarUri = getJarUri(""cytodynamics-test-api"");
    // need cytodynamics-nucleus for Api annotation in parent
    URL cytodynamics = getJarUri(""cytodynamics-nucleus"").toURL();
    ClassLoader apiClassLoader = new URLClassLoader(new URL[]{cytodynamics, apiJarUri.toURL()}, null);
    ClassLoader loader = LoaderBuilder
        .anIsolatingLoader()
        .withOriginRestriction(OriginRestriction.allowByDefault())
        .withClasspath(Arrays.asList(apiJarUri, getJarUri(""cytodynamics-test-a"")))
        .withParentRelationship(DelegateRelationshipBuilder.builder()
            .withDelegateClassLoader(apiClassLoader)
            .withIsolationLevel(IsolationLevel.FULL)
            .addDelegatePreferredClassPredicate(new GlobMatcher(""java.*""))
            .build())
        .build();

    // build a URLClassLoader with no classpath so only the parent would be used
    ClassLoader mainClassLoader = new URLClassLoader(new URL[]{}, loader);
    Class<?> testInterfaceClass = mainClassLoader.loadClass(TestInterface.class.getName());
    assertEquals(""Should delegate up to the API classloader for the API class"", testInterfaceClass.getClassLoader(),
        apiClassLoader);
    Class<?> nonApiTestInterface = mainClassLoader.loadClass(NonApiTestInterface.class.getName());
    assertEquals(""If there is a non-API class which is also in API classloader, shouldn't load from API classloader"",
        nonApiTestInterface.getClassLoader(), loader);
    Class<?> testInterfaceImplClass = mainClassLoader.loadClass(TestInterfaceImpl.class.getName());
    assertEquals(""Should delegate up to the isolating loader for the concrete (non-API) class"",
        testInterfaceImplClass.getClassLoader(), loader);
  }",multiple substitutions
34,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/test/TestDynamicLoad.java,junit,testng,"  @Test(description = ""Given that there is a parent and a fallback delegate, and all can load a class, the class ""
      + ""should be loaded from the parent"")","  /**
   * Given that there is a parent and a fallback delegate, and all can load a class, the class should be loaded from the
   * parent.
   */
  @Test",function swap
35,https://github.com/linkedin/Cytodynamics/commit/e1f2795ef9a284bdeae933349c1fc11addccd3a11,linkedin,Cytodynamics,cytodynamics-test-container/src/test/java/com/linkedin/cytodynamics/test/TestDynamicLoad.java,junit,testng,"  @Test(description = ""Given that there is a parent and a fallback delegate, but only the fallback parent has a ""
      + ""class, the class should be loaded by the fallback"")","  /**
   * Given that there is a parent and a fallback delegate, but only the fallback parent has a class, the class should be
   * loaded by the fallback.
   */
  @Test",function swap
